sex,age,HH,HU,HD,UH,UU,UD
m,98,0.575391132767821,0.20524068725978353,0.21936817997239502,0.05260269854144559,0.6207236238565951,0.32667367760195964
m,99,0.5488239450149941,0.2173435414331281,0.23383251355187834,0.04952824736648749,0.6177462945069482,0.3327254581265654
m,100,0.5214434764790666,0.22968267191809,0.24887385160284442,0.0465511738273794,0.6146129141894884,0.3388359119831329
m,101,0.49335056362436397,0.24218990177014593,0.2644595346054909,0.04367173290309674,0.6113247815276556,0.3450034855692484
m,102,0.4646649358788459,0.25478703934227,0.2805480247788845,0.04089041797006889,0.6078830911039759,0.35122649092595504
m,103,0.43552524018363065,0.26738614072898836,0.297088619087381,0.03820793610762769,0.6042889507703947,0.3575031131219777
m,104,0.40608847458384434,0.27989013585348343,0.3140213895626724,0.035625175541991794,0.6005434035564828,0.3638314209015264
m,105,0.376528731139697,0.2921938699774538,0.3312773988828496,0.033143164833681835,0.5966474543446524,0.3702093808216662
m,106,0.3470351635564509,0.30418560128465044,0.34877923515889936,0.030763023689218495,0.5926021013100408,0.3766348750007408
m,107,0.3178091206646299,0.31574897771802385,0.3664419016173468,0.02848590563509424,0.588408371904203,0.38310572246070346
m,108,0.2890604243150823,0.32676549195108306,0.38417408373383527,0.026312933227733593,0.5840673628985397,0.3896197038737277
m,109,0.26100281955206256,0.3371173823571838,0.4018797980907536,0.024245126976631358,0.5795802837028876,0.39617458932048166
m,110,0.23384868493844738,0.3466909110441946,0.4194604040173575,0.02228332970818624,0.574948501850389,0.40276816844142505
f,50,0.9889790795126574,0.0020732541906075914,0.008947666296735159,0.33254008461181805,0.6317712909453893,0.035688624442792805
f,51,0.9883981693528192,0.0023414095076571937,0.009260421139524102,0.3230316834979903,0.6394605077961238,0.03750780870588624
f,52,0.9877716426816667,0.0026435839002620473,0.009584773418071783,0.31370303024622875,0.6468842306393678,0.03941273911440317
f,53,0.9870947158941221,0.0029840062502511453,0.009921277855627238,0.3045547427273645,0.6540382021770835,0.04140705509555223
f,54,0.9863620450094022,0.003367418282956892,0.010270536707640797,0.29558707998177786,0.6609183918252135,0.043494528193009016
f,55,0.9855676590263694,0.0037991345031869635,0.010633206470444568,0.2867999595801591,0.6675209754282017,0.045679064991639096
f,56,0.9847048856258597,0.00428510866945776,0.01101000570468252,0.27819297468526794,0.6738423154135414,0.04796470990119149
f,57,0.9837662684276121,0.004832007410924012,0.011401724161463496,0.2697654107406275,0.6798789414884199,0.05035564777095258
f,58,0.9827434749510311,0.005447291619097163,0.011809233429872055,0.2615162617226688,0.6856275319726504,0.05285620630468166
f,59,0.9816271943735555,0.006139306266669312,0.012233499359774984,0.2534442459033366,0.69108489585436,0.0554708582423039
f,60,0.9804070241304551,0.006917379315152249,0.012675596554392309,0.2455478210806526,0.69624795564754,0.058204223271808464
f,61,0.9790713443592763,0.007791930367236509,0.013136725273488066,0.23782519924527185,0.7011137311231522,0.06106106963157536
f,62,0.9776071791658641,0.008774589693212908,0.013618231140923297,0.23027436066184,0.7056793239782226,0.06404631535993849
f,63,0.9760000436832043,0.009878328206439914,0.014121628110357456,0.22289306735505598,0.7099419034997778,0.06716502914516786
f,64,0.9742337759174485,0.01111759887184776,0.014648625210703755,0.2156788760020123,0.7138986932727599,0.07042243072522729
f,65,0.9722903524380919,0.012508489892814166,0.01520115766909305,0.20862915024477968,0.7175469589726136,0.07382389078260587
f,66,0.9701496870842491,0.014068889821760622,0.015781423093990218,0.20174107245061532,0.7208839972741324,0.07737493027525216
f,67,0.9677894120433898,0.015818664461684652,0.016391923494925735,0.19501165496189005,0.7239071258979894,0.08108121914012031
f,68,0.9651846409330818,0.017779845049020193,0.017035514017898497,0.1884377508941573,0.7266136748047698,0.08494857430107444
f,69,0.9623077139059747,0.019976826707819525,0.017715459386205938,0.18201606455910674,0.7290009785330377,0.08898295690785474
f,70,0.9591279253347029,0.02243657551140878,0.018435499153888826,0.17574316160988376,0.7310663696626294,0.09319046872748624
f,71,0.9556112353543441,0.025188841644899092,0.019199923000757062,0.16961547902980445,0.7328071733663546,0.09757734760384051
f,72,0.9517199674910235,0.02826637508862013,0.020013657420357697,0.1636293351123961,0.734220702992557,0.10214996189504714
f,73,0.9474124958397029,0.031705138890586085,0.02088236526971042,0.15778093961133205,0.7353042565966762,0.10691480379199211
f,74,0.9426429268347972,0.03554451341096937,0.02181255975423385,0.15206640427377205,0.7360551143120214,0.11187848141420657
f,75,0.9373607826551055,0.03982748284290459,0.022811734501991067,0.1464817540101785,0.7364705364179053,0.11704770957191628
f,76,0.9315106957996173,0.04460079277718225,0.02388851142320028,0.1410229389982587,0.7365477619269281,0.12242929907481317
f,77,0.9250321274484394,0.04991506451764669,0.025052808033914242,0.1356858480683439,0.736284007472606,0.12803014445905053
f,78,0.9178591259721051,0.05582484820718217,0.026316025820713074,0.1304663237721399,0.7356764662339366,0.13385720999392386
f,79,0.9099201464571604,0.06238859254030828,0.027691261002531734,0.1253601795957919,0.7347223065857548,0.13991751381845283
f,80,0.9011379574463005,0.06966850388990942,0.029193538663789015,0.1203632198403875,0.7334186701141823,0.14621811004543064
f,81,0.8914296672884989,0.07773026207452859,0.030840070636971605,0.11547126275634415,0.7317626685874654,0.15276606865619072
f,82,0.8807069095475822,0.08664255381392412,0.03265053663849366,0.11068016757938214,0.7297513794274887,0.15956845299312894
f,83,0.8688762347339175,0.09647637833334448,0.03464738693273832,0.10598586617021102,0.7273818391911334,0.16663229463865645
f,84,0.8558397639868534,0.10730407288533292,0.03685616312781291,0.10138440000094226,0.724651034550473,0.17396456544858513
f,85,0.8414961688524951,0.1191979996521796,0.039305831495325884,0.09687196324936667,0.7215558902657478,0.18157214648488695
f,86,0.825742049335933,0.13222883031083713,0.04202912035322945,0.09244495274533784,0.7180932536872107,0.18946179356745135
f,87,0.8084737890011175,0.14646336154185566,0.04506284945702649,0.08810002544582898,0.7142598754168205,0.19764009913735014
f,88,0.7895899696776342,0.16196179539267339,0.048448234929692656,0.08383416397698851,0.7100523859269122,0.20611345009609958
f,89,0.7689944274494136,0.17877442456790643,0.05223114798268037,0.07964475054892016,0.7054672681929562,0.21488798125812325
f,90,0.7466000236185594,0.19693767681474467,0.05646229956669558,0.07552964919431843,0.7005008267761159,0.2239695240295656
f,91,0.7223331862427675,0.21646949747801314,0.06119731627921973,0.07148729577526756,0.6951491543151401,0.23336354990959313
f,92,0.6961392460950944,0.23736408825824934,0.0664966656466574,0.06751679451287063,0.6894080970814395,0.24307510840569016
f,93,0.6679885416272244,0.2595860765532537,0.07242538181952275,0.06361801889492796,0.6832732221355833,0.2531087589694888
f,94,0.6378831969700012,0.28306426643798743,0.07905253659201157,0.05979171369039304,0.6767397897058158,0.2634684966037918
f,95,0.6058643822389773,0.30768522109391716,0.0864503966671055,0.05603959344711239,0.6698027356764743,0.27415767087641424
f,96,0.5720197454085998,0.33328704676525556,0.09469320782614425,0.05236443130285506,0.6624566704811025,0.2851788982160418
f,97,0.5364905621878852,0.35965388568979917,0.10385555212231434,0.0487701302747026,0.65469590215064,0.296533967574657
f,98,0.49947799239307067,0.38651176989696373,0.11401023770996584,0.04526176754425498,0.6465144926205104,0.3082237398352358
f,99,0.46124767333757283,0.4135266218148987,0.12522570484752926,0.041845600835743395,0.637906357429395,0.32024804173486227
f,100,0.42213174692474725,0.44030528501529564,0.13756296805995755,0.038529025083666575,0.6288654193479536,0.3326055555683799
f,101,0.38252734145380324,0.46640049397681227,0.15107216456938444,0.03532046757747088,0.6193858258911435,0.34529370653138575
f,102,0.3428905541328662,0.49132060359314944,0.16578884227398488,0.03222921107881312,0.6094622386891114,0.3583085502320752
f,103,0.30372515219909996,0.5145446544161092,0.18173019338479213,0.029265137457828563,0.5990901989376125,0.37164466360455983
f,104,0.2655655702226987,0.5355429145548242,0.19889151522247794,0.026438389523967567,0.5882665673563305,0.3852950431197023
f,105,0.2289543500704267,0.5538024036712996,0.21724324625827438,0.02375895605344385,0.5769900292341015,0.3992510147124546
f,106,0.19441493269435003,0.5688560994385725,0.23672896786707745,0.02123619429359595,0.5652616456035651,0.41350216010283836
f,107,0.16242159792093117,0.5803136394330531,0.25726476264601567,0.01887831470533749,0.5530854212471646,0.42803626404749845
f,108,0.13336922613791996,0.5878905122104658,0.2787402616516155,0.01669186305751573,0.5404688505400914,0.442839286402394
f,109,0.1075462322339143,0.5914321832038321,0.30102158456225303,0.014681243347052886,0.5274233950156318,0.45789536163731476
f,110,0.0851142766696712,0.590929543852183,0.3239561794781459,0.012848329222823317,0.5139648441352491,0.47318682664192796
